fingerprint,ipaddr,port,stix_pattern,label_name,label_color,marking_type,marking_value,marking_priority
CDA9FEF141A4ACFDFA8237529C06DC2C107FA045,2620:18c:0:192::e0:219,443,[ipv6-addr:value = '2620:18c:0:192::e0:219' AND network-traffic:src_port = 443],tor,#57C101,TLP,TLP:CLEAR,1
CDAEBA458F6129776643751934076A51D851C348,2a01:4f8:161:391:6::2,9001,[ipv6-addr:value = '2a01:4f8:161:391:6::2' AND network-traffic:src_port = 9001],tor,#57C101,TLP,TLP:CLEAR,1
CDB955EFA4A0DE1E57BE0D71CB440050384BD519,2a03:e600:100::71,9005,[ipv6-addr:value = '2a03:e600:100::71' AND network-traffic:src_port = 9005],tor,#57C101,TLP,TLP:CLEAR,1
CDC93EE3C0DD5193B6539035D079CDC9FE060448,2001:67c:e60:c0c:192:42:116:197,9003,[ipv6-addr:value = '2001:67c:e60:c0c:192:42:116:197' AND network-traffic:src_port = 9003],tor,#57C101,TLP,TLP:CLEAR,1
CDED615AD1CCCF70C11887BD8A918D3D0B39290C,2a01:4f8:1c1e:d271:1:2:3:cafe,9001,[ipv6-addr:value = '2a01:4f8:1c1e:d271:1:2:3:cafe' AND network-traffic:src_port = 9001],tor,#57C101,TLP,TLP:CLEAR,1
CDF6AECEA9A9092CA9859A78652AE60D359A44F6,2a12:a800:2:1:45:141:215:19,9100,[ipv6-addr:value = '2a12:a800:2:1:45:141:215:19' AND network-traffic:src_port = 9100],tor,#57C101,TLP,TLP:CLEAR,1
CE0B3B9E9B1535EC0B1F061F603449E506397B2D,2001:67c:289c:2::37,9050,[ipv6-addr:value = '2001:67c:289c:2::37' AND network-traffic:src_port = 9050],tor,#57C101,TLP,TLP:CLEAR,1
CE1DF9E87AE8F97DF158ABA6E00FB269C87C513F,2a00:da00:f415:ac00::1,443,[ipv6-addr:value = '2a00:da00:f415:ac00::1' AND network-traffic:src_port = 443],tor,#57C101,TLP,TLP:CLEAR,1
CE3015614E7A23600B86FFF7F865B0D173B57B54,2001:ba0:233:4e00::1,9001,[ipv6-addr:value = '2001:ba0:233:4e00::1' AND network-traffic:src_port = 9001],tor,#57C101,TLP,TLP:CLEAR,1
CE4005E2DF2D752070ACAD2F6E1C853CB9D30C16,2a12:a800:1:1:2:58:56:35,9000,[ipv6-addr:value = '2a12:a800:1:1:2:58:56:35' AND network-traffic:src_port = 9000],tor,#57C101,TLP,TLP:CLEAR,1
CE5EF4FB644544DB2F430A60CC6EB86FD7E29BA6,2a0d:c2c0:1:4::2,444,[ipv6-addr:value = '2a0d:c2c0:1:4::2' AND network-traffic:src_port = 444],tor,#57C101,TLP,TLP:CLEAR,1
CE6B5D04A4B6ED7877BF0456B649990E7D75C24C,2401:2500:102:1111:133:242:161:251,443,[ipv6-addr:value = '2401:2500:102:1111:133:242:161:251' AND network-traffic:src_port = 443],tor,#57C101,TLP,TLP:CLEAR,1
CE6F8743A1DD31D185653E7680B07992E20DB6D5,2001:470:1f10:53c::2,58342,[ipv6-addr:value = '2001:470:1f10:53c::2' AND network-traffic:src_port = 58342],tor,#57C101,TLP,TLP:CLEAR,1
CE96F83E8A12A8468AA286198CC7C321069A5D5B,2001:67c:e60:c0c:192:42:116:191,9003,[ipv6-addr:value = '2001:67c:e60:c0c:192:42:116:191' AND network-traffic:src_port = 9003],tor,#57C101,TLP,TLP:CLEAR,1
CE9ED7FB244F80F6310A6DC399F904C202FD8068,2a04:52c0:130:896e::1,443,[ipv6-addr:value = '2a04:52c0:130:896e::1' AND network-traffic:src_port = 443],tor,#57C101,TLP,TLP:CLEAR,1
CEA25DD9B135E379C7782D6B0A5D2D1A7E8CF39C,2a12:a800:2:1:45:141:215:114,7430,[ipv6-addr:value = '2a12:a800:2:1:45:141:215:114' AND network-traffic:src_port = 7430],tor,#57C101,TLP,TLP:CLEAR,1
CEB20924838A7CCA912BC2E7F83B09982BFD1E9E,2407:3640:2259:6302::1,9000,[ipv6-addr:value = '2407:3640:2259:6302::1' AND network-traffic:src_port = 9000],tor,#57C101,TLP,TLP:CLEAR,1
CEC0F371F19640E863E7ACABFF08FCF1753D0D61,2600:3c0b::f03c:95ff:fefa:bdff,443,[ipv6-addr:value = '2600:3c0b::f03c:95ff:fefa:bdff' AND network-traffic:src_port = 443],tor,#57C101,TLP,TLP:CLEAR,1
CED1AEEA3E281B07D3C05C9E2D9431708165AAE7,2607:5300:205:200::b4f,24501,[ipv6-addr:value = '2607:5300:205:200::b4f' AND network-traffic:src_port = 24501],tor,#57C101,TLP,TLP:CLEAR,1
CEE050C6C15EC1194A7B02A27DE61BA3E0013671,2a0d:bbc7::f816:3eff:fe72:95b6,989,[ipv6-addr:value = '2a0d:bbc7::f816:3eff:fe72:95b6' AND network-traffic:src_port = 989],tor,#57C101,TLP,TLP:CLEAR,1
CEE465A048F5F53261F418C5257A4285E73C3C66,2603:400a:0:9:f816:3eff:fe73:f862,9002,[ipv6-addr:value = '2603:400a:0:9:f816:3eff:fe73:f862' AND network-traffic:src_port = 9002],tor,#57C101,TLP,TLP:CLEAR,1
CEEE6DA540F19ED9D41B483890C7021473132218,2001:67c:e60:c0c:192:42:116:179,9005,[ipv6-addr:value = '2001:67c:e60:c0c:192:42:116:179' AND network-traffic:src_port = 9005],tor,#57C101,TLP,TLP:CLEAR,1
CEEF188F8B8F267FEB044FFA12519266CCC1E40C,2a10:1fc0:9::c9e3:f572,443,[ipv6-addr:value = '2a10:1fc0:9::c9e3:f572' AND network-traffic:src_port = 443],tor,#57C101,TLP,TLP:CLEAR,1
CF1C1804C33CD69D8A75587FABC63D5D0E2980FA,2001:67c:289c:2::234,80,[ipv6-addr:value = '2001:67c:289c:2::234' AND network-traffic:src_port = 80],tor,#57C101,TLP,TLP:CLEAR,1
CF40E6508062F2D074F2E1BB8CA2F083B5D836AC,2a0b:f4c2::18,9002,[ipv6-addr:value = '2a0b:f4c2::18' AND network-traffic:src_port = 9002],tor,#57C101,TLP,TLP:CLEAR,1
